,file_ids,start_times,stop_times,texts,labels
3175,Ses02M_script01_1_M012,102.6600,104.4424,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",ang
3176,Ses02M_script01_1_M013,106.0000,111.1700,"Trouble is you don't see enough women, you never did.",ang
3177,Ses02M_script01_1_M014,117.8200,120.1400,So what I'm not fast with women.,xxx
3178,Ses02M_script01_1_M015,126.0800,128.8200,I just don't see why it has to be Annie.,fru
3179,Ses02M_script01_1_M016,129.3200,133.2000,Because it is.,neu
3180,Ses02M_script01_1_M017,134.9100,136.3200,That's a good answer but it doesn't answer anything. I mean you haven't seen her since you went away to war it's five years.,neu
3181,Ses02M_script01_1_M018,140.6700,143.1000,"I can't help it I know her best. I mean lived next door to her my whole life. These years when I think of a wife, I think of Annie.",neu
3182,Ses02M_script01_1_M019,145.8700,148.6100,"What do you want, a diagram?",fru
3183,Ses02M_script01_1_M020,151.8300,154.6200,"I don't want a diagram. He thinks he's coming back. Chris, you marry this girl you're pronouncing him dead.",fru
3184,Ses02M_script01_1_M021,156.4900,159.3200,"Do you know what's going to happen to your father because I don't, see?",ang
3185,Ses02M_script01_1_M022,159.3900,170.0800,All right. All right. Mom.,xxx
3186,Ses02M_script01_1_M023,172.3300,174.6500,Just give it some more thought.,fru
3187,Ses02M_script01_1_M024,186.3600,198.3700,"I've given it three years of thought. I thought that if I waited, dad would forget about Larry and we could have a regular wedding and everything happy.",ang
3188,Ses02M_script01_1_M025,199.8800,201.6200,"If I can't do that here well, then I'll have to get out.",ang
3189,Ses02M_script01_1_M026,204.4600,206.8500,What the hell is this?,neu
3190,Ses02M_script01_1_M027,210.1900,215.6700,"I'll get out. I'll get married and go live some place else, maybe New York.",neu
3191,Ses02M_script01_1_M028,215.8100,223.1100,"What the hell is this, are you crazy?",sad
3192,Ses02M_script01_1_M029,226.9100,229.8400,"I've been a good son too long a good sucker, I'm through with it.",fru
3193,Ses02M_script01_1_M030,233.4600,235.7600,What about the business? What is this?,fru
3194,Ses02M_script01_1_M031,242.4500,252.5900,The business?  The business doesn't inspire me.,fru
3195,Ses02M_script01_1_M032,252.6200,254.4900,Must you be inspired?,xxx
3196,Ses02M_script01_1_M033,264.4500,266.4300,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",xxx
3197,Ses02M_script01_1_M034,269.8100,279.6000,I want a family; I want kids; I want something I can give myself to. Annie is in the middle of that. Now where do I find it?,xxx
3198,Ses02M_script01_1_M035,279.6700,284.3700,"Tell me, you'd leave the business?",sad
3199,Ses02M_script01_1_M036,285.9200,290.9300,"Yes, on this I would.",sad
3200,Ses02M_script01_1_M037,292.8200,297.1700,"Well, you don't want to think like that.",ang
3201,Ses02M_script01_1_M038,298.9600,302.6900,Then help me stay here.,ang
3202,Ses02M_script01_1_M039,302.9900,310.2400,"All right. But you don't want to be thinking like that 'cause otherwise what did we work for, I mean the whole thing is for you, Chris, the whole shooting match is for you.",ang
3203,Ses02M_script01_1_M040,310.2700,320.7000,I know I know mom. All right. Just help me stay here.,xxx
3204,Ses02M_script01_1_M041,323.6900,326.5200,Just don't go thinking that way.,sad
3205,Ses02M_script01_1_M042,328.4300,330.7400,"Well, I am thinking that way.",fru
3206,Ses02M_script01_1_M043,337.6200,342.1400,"I don't understand you, do I?",fru
3207,Ses02M_script01_1_M044,344.4900,346.9700,"No, you don't. I'm a pretty tough guy.",fru
3208,Ses02M_script01_1_M045,351.0000,354.1800,"Yea, I can see that.",xxx
3209,Ses02M_script01_2_F000,5.9770,8.3300,Why did he invite her here?,ang
3210,Ses02M_script01_2_F001,9.3600,13.4500,Why does that bother you?,ang
3211,Ses02M_script01_2_F002,15.2100,18.3800,She's been in New York three and half years why all of a sudden-,ang
3212,Ses02M_script01_2_F003,28.3000,30.6300,"Well, maybe he just wanted to see her again.",ang
3213,Ses02M_script01_2_F004,31.6500,34.3900,Nobody comes seven hundred miles just to see.,xxx
3214,Ses02M_script01_2_F005,36.9700,39.2200,"What do you mean? He lived next door to the girl all his life, why wouldn't he want to see her again?",ang
3215,Ses02M_script01_2_F006,39.4500,43.0300,"Don't look at me like that, he didn't tell me any more than he told you.",ang
3216,Ses02M_script01_2_F007,44.2400,53.7400,He's not going to marry her.,fru
3217,Ses02M_script01_2_F008,55.1800,64.1800,How do you know he's even thinking of it?,fru
3218,Ses02M_script01_2_F009,66.8300,74.3800,It's got that all about it.,fru
3219,Ses02M_script01_2_F010,74.8400,83.0600,"Well, so what?",ang
3220,Ses02M_script01_2_F011,83.1600,88.6400,What's going on here Joe?,fru
3221,Ses02M_script01_2_F012,88.6500,96.1700,"All right. Now, listen kid-",xxx
3222,Ses02M_script01_2_F013,96.1900,99.8300,-She's not his girl Joe; she knows she's not.,sad
3223,Ses02M_script01_2_F014,99.9000,105.8100,You can't read her mind.,fru
3224,Ses02M_script01_2_F015,106.2000,109.4400,"Then why is she still single, I mean New York is full of men, why isn't she married? Probably a hundred people told her she's crazy but she's waited.",fru
3225,Ses02M_script01_2_F016,111.0700,113.6500,How do you know why she has waited?,fru
3226,Ses02M_script01_2_F017,118.0500,120.1100,"She knows what I know, that's why. She's faithful as a rock. In my worst moments I think of her waiting and I know again that I'm right.",fru
3227,Ses02M_script01_2_M000,7.8900,9.7200,"Look it's a nice day, what are we arguing for?",xxx
3228,Ses02M_script01_2_M001,12.4800,15.5400,"Nobody in this house dares take her faith away Joe. Strangers might, but not his father, not his brother.",neu
3229,Ses02M_script01_2_M002,18.3200,23.9100,What do you want me to do about it?,fru
3230,Ses02M_script01_2_M003,24.5300,28.5200,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",fru
3231,Ses02M_script01_2_M004,30.2400,32.4200,But Kate,neu
3232,Ses02M_script01_2_M005,35.3700,37.1900,"Because if he's not coming back, I'll kill myself. And laugh -- laugh at me but",neu
3233,Ses02M_script01_2_M006,38.4200,40.5500,"why did that happen the very night she came back she sleeps in his room and suddenly his memorial breaks to pieces, just look at it, look.",xxx
3234,Ses02M_script01_2_M007,42.5500,44.6300,Calm yourself.,neu
3235,Ses02M_script01_2_M008,53.1400,55.5200,I need you to believe with me; I can't stand all alone.,fru
3236,Ses02M_script01_2_M009,64.7300,67.7300,Calm yourself.,fru
3237,Ses02M_script01_2_M010,73.6100,76.2000,"Even last week there was a man who showed up in Detroit missing longer than Larry, you read it yourself.",fru
3238,Ses02M_script01_2_M011,82.6000,84.5100,All right. All right. Calm yourself.,fru
3239,Ses02M_script01_2_M012,94.9900,96.8700,Just you above all need to believe.,fru
3240,Ses02M_script01_2_M013,99.1400,100.9000,"Wait, why my above all?",fru
3241,Ses02M_script01_2_M014,104.6400,107.3800,Don't stop believing.,fru
3242,Ses02M_script01_2_M015,108.7200,111.2800,"What does that mean, me above all?",xxx
3243,Ses02M_script01_2_M016,113.2400,115.9300,Look at you -- look at you shaking.,ang
3244,Ses02M_script01_2_M017,116.1000,118.8100,I can't help it.,ang
3245,Ses02M_script01_2_M018,119.4000,124.3700,"What have I got to hide? What the hell is the matter with you, Kate?",fru
3246,Ses02M_script01_3_F000,6.2437,9.9782,You're the only one I know who loves his parents.,xxx
3247,Ses02M_script01_3_F001,11.9104,14.3718,"I know, it went out of style, didn't it?",hap
3248,Ses02M_script01_3_F002,14.4248,19.5330,It's all right.  It's a good thing.,hap
3249,Ses02M_script01_3_F003,21.5974,28.9819,"You know, it's lovely here, the air is sweet.",hap
3250,Ses02M_script01_3_F004,30.2788,34.9370,You're not sorry you came?,xxx
3251,Ses02M_script01_3_F005,35.0164,41.9509,"No, not sorry.  But, um. But I'm not gonna stay.",xxx
3252,Ses02M_script01_3_F006,42.7185,48.9383,Why?,xxx
3253,Ses02M_script01_3_F007,59.9223,63.4160,"For one thing, your mother as much as told me to go.",hap
3254,Ses02M_script01_3_F008,64.1042,67.9419,Oh.,neu
3255,Ses02M_script01_3_F009,75.8028,80.5934,"You saw that.  I mean and then, well, you've been kind of, um--",hap
3256,Ses02M_script01_3_F010,113.3072,117.2243,What?,xxx
3257,Ses02M_script01_3_F011,119.4741,123.4971,"Well, kind of embarrassed ever since I got here.",xxx
3258,Ses02M_script01_3_F012,124.4235,128.2083,"The trouble is, I planned on sort of sneaking up on you on a period of a week or so.  But they take it for granted that we're all set.",hap
3259,Ses02M_script01_3_F013,129.5846,131.7814,"I knew they would, your mother anyway.",hap
3260,Ses02M_script01_3_F014,133.5283,143.4007,How'd you know?,xxx
3261,Ses02M_script01_3_F015,152.2937,161.3721,"Well, from her point of view, why else would I come?",xxx
3262,Ses02M_script01_3_F016,162.8542,165.6598,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",xxx
3263,Ses02M_script01_3_F017,165.9774,172.4090,I guess this is why I came.,xxx
3264,Ses02M_script01_3_F018,174.8175,179.8463,"Ann, I love you.  I love you a great deal.  I love you.",xxx
3265,Ses02M_script01_3_F019,182.4666,192.0214,I have no imagination.  That's all I know to tell you.,sad
3266,Ses02M_script01_3_F020,196.0709,199.7234,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,xxx
3267,Ses02M_script01_3_F021,202.2113,206.0226,"You feel wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",sad
3268,Ses02M_script01_3_F022,213.7247,216.0803,"Oh, Chris, I've been ready for a long, long time.",xxx
3269,Ses02M_script01_3_F023,220.0504,223.1206,And he's gone forever.  You're sure?,xxx
3270,Ses02M_script01_3_F024,225.3174,228.1494,I almost got married two years ago.,xxx
3271,Ses02M_script01_3_F025,359.3486,362.8688,Why didn't you?,sad
3272,Ses02M_script01_3_F026,365.3567,374.8585,"Well, you started to write me",sad
3273,Ses02M_script01_3_F027,374.9644,383.4604,You felt something that far back?,sad
3274,Ses02M_script01_3_F028,387.7482,391.1095,Every day since.,hap
3275,Ses02M_script01_3_M000,9.3460,12.5191,"Ann, why didn't you let me know?",hap
3276,Ses02M_script01_3_M001,19.5594,22.4179,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, what did you say?  I mean, you can sure be ambiguous sometimes, you know?",xxx
3277,Ses02M_script01_3_M002,28.6907,30.9140,"Give me a kiss, Anne.  Give me a-",xxx
3278,Ses02M_script01_3_M003,34.1165,36.3133,"God, I kissed Annie.  How long--how long I've been waiting to kiss you.",xxx
3279,Ses02M_script01_3_M004,41.2628,43.6713,"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you.",sur
3280,Ses02M_script01_3_M005,48.5942,61.0604,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",fru
3281,Ses02M_script01_3_M006,62.5955,64.6335,Not like that you're not.,xxx
3282,Ses02M_script01_3_M007,66.5392,76.0410,I kissed you.,xxx
3283,Ses02M_script01_3_M008,79.8788,89.7511,"Like Larry's brother.  Do it like you, Chris.  What is it?",xxx
3284,Ses02M_script01_3_M009,89.8305,94.0124,Let's drive someplace.  I want to be alone with you.,xxx
3285,Ses02M_script01_3_M010,94.0653,104.2024,"No.  What is it, Chris. Your mother?",exc
3286,Ses02M_script01_3_M011,104.3082,115.0540,No.  Nothing like that.,xxx
3287,Ses02M_script01_3_M012,116.5891,120.3475,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",xxx
3288,Ses02M_script01_3_M013,122.5972,125.1910,"Yeah, I suppose I have been.  But it's going from me.",sur
3289,Ses02M_script01_3_M014,127.0438,130.5904,You've gotta tell me.,exc
3290,Ses02M_script01_3_M015,131.9138,134.7458,I don't know how to start.,exc
3291,Ses02M_script01_3_M016,142.7654,146.1268,It wouldn't work this way.,xxx
3292,Ses02M_script01_3_M017,146.2499,153.9347,"It's all mixed up with so many other things.  You remember overseas, I was in charge of a company?",xxx
3293,Ses02M_script01_3_M018,160.2604,164.1776,"Yeah, sure.",xxx
3294,Ses02M_script01_3_M019,164.7599,166.9832,"Well, I lost them.",xxx
3295,Ses02M_script01_3_M020,172.5943,176.9085,How many?,sad
3296,Ses02M_script01_3_M021,179.6875,183.1283,Just about all.,sad
3297,Ses02M_script01_3_M022,190.9891,196.8120,gee.,sad
3298,Ses02M_script01_3_M023,199.9881,203.1642,It takes some time for a guy to toss that off.  'Cause they weren't just men.,xxx
3299,Ses02M_script01_3_M024,206.0226,214.3334,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",xxx
3300,Ses02M_script01_3_M025,216.3450,220.2621,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",sad
3301,Ses02M_script01_3_M026,222.9618,226.0585,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",sad
3302,Ses02M_script01_3_M027,227.3025,234.5281,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",sad
3303,Ses02M_script01_3_M028,234.6340,249.8263,"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.",sad
3304,Ses02M_script01_3_M029,249.9322,260.0957,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad
3305,Ses02M_script01_3_M030,260.1751,276.8495,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad
3306,Ses02M_script01_3_M031,276.9290,289.3951,Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.,sad
3307,Ses02M_script01_3_M032,289.5539,310.0662,Do you still feel that way?,sad
3308,Ses02M_script01_3_M033,310.1721,332.6959,I want you now Annie.,sad
3309,Ses02M_script01_3_M034,332.7753,346.0090,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too.",sad
3310,Ses02M_script01_3_M035,346.0355,360.1426,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",sad
3311,Ses02M_script01_3_M036,363.0540,366.5213,I know Annie.  I'm gonna make a fortune for you.,neu
3312,Ses02M_script01_3_M037,382.9311,388.3834,What'll I do with a fortune?,xxx
