,Unnamed: 0,file_ids,start_times,stop_times,texts,labels
5503,5503,Ses03M_script02_2_M002,13.122,18.365,Take off our shoes?,fru
2045,2045,Ses02F_impro06_F008,114.3099,122.5338,Yeah.,sad
4335,4335,Ses03F_script02_1_M042,345.0483,354.92,About what?,exc
5106,5106,Ses03M_impro08a_M014,141.8945,144.4579,"I'm, I'm sorry you chose to live there um--",fru
3703,3703,Ses03F_impro02_M005,81.9,86.2325,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",sur
586,586,Ses01F_script02_1_M021,125.75,127.96,Oh Augie,neu
4333,4333,Ses03F_script02_1_M040,327.1329,335.12,"Yeah, that's the wind.",exc
7155,7155,Ses04M_impro06_M013,211.46,220.33,"Seems like if the whole world's sad, then it's okay for you to be.",sad
9123,9123,Ses05M_impro04_F009,107.38,111.72,"But, I mean, I don't want to keep those jobs.  I don't want those jobs.It's not what I want to do.",neu
1833,1833,Ses02F_impro01_F014,111.5773,119.8805,Right.  It's the D.M.V..,fru
335,335,Ses01F_impro07_M013,87.5875,90.65,"Mrs. Nash.  That's so awesome, though.",neu
4908,4908,Ses03M_impro05a_M001,13.83,17.78,"Oh, oh, that's a good deduction.",ang
3145,3145,Ses02M_script01_1_F024,201.67,204.19,We've got to say it to him.,fru
6202,6202,Ses04F_impro07_M065,308.81,309.95,What have you heard about the Greek system?,xxx
6887,6887,Ses04M_impro02_F023,258.97,262.76,"Look, honey, it's- it's- it's only going to be a year.",fru
1261,1261,Ses01M_impro07_M017,131.95,134.62,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,hap
6880,6880,Ses04M_impro02_F016,167.61,178.2,"And this is what I do.  This is -- I mean, this is my life.  And I know that you're part of my life, too, and I mean, it's only -- it's just going to be a year.  I'll be back.",fru
2098,2098,Ses02F_impro07_F026,159.7568,165.88,Yeah. Hey. Prestigious school.,exc
1068,1068,Ses01M_impro04_M015,124,129.71,...and you're always right.,fru
23,23,Ses01F_impro01_M007,51.4,57.64,That's out of control.,fru
6839,6839,Ses04M_impro01_M000,4.04,15.37,but you're gonna have to go get in  that line to,neu
5006,5006,Ses03M_impro07_F001,9.64,11.6,Hey.  How's it going?  I haven't seen you in awhile.,hap
6830,6830,Ses04M_impro01_F013,98.7,104.72,"But you're -- it's the same -- I mean, you can -- like I can't go behind your desk--",fru
2483,2483,Ses02F_script02_2_F026,217.41,218.68,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,fru
8676,8676,Ses05F_script02_1_M003,38.9828,46,Right.,exc
381,381,Ses01F_script01_1_F039,382.6,387.97,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",fru
6129,6129,Ses04F_impro07_F072,354.7,358.97,"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.",xxx
3518,3518,Ses02M_script03_1_M013,71.0668,79.0343,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best.",xxx
3526,3526,Ses02M_script03_1_M021,117.3833,131.09,How long did that row last?,exc
6890,6890,Ses04M_impro02_F026,289.25,296.36,I'm not going to stay more than a year.  I've  agreed to a year,xxx
789,789,Ses01F_script03_2_F010,78.2197,81.82,"Well, you let him kiss you, huh?  You said you did.",xxx
1076,1076,Ses01M_impro04_M023,172.34,178.643,"You know, and like I don't think it's that much to ask. I know.",ang
7882,7882,Ses05F_impro02_F018,140.62,144.2,I know.  I know.,fru
8682,8682,Ses05F_script02_1_M009,79.89,88.736,Why not?,exc
970,970,Ses01M_impro02_M022,170.94,173.01,Don't say that.,sad
1688,1688,Ses01M_script03_1_F040,285.09,287.84,We are figures of fun all right,hap
6523,6523,Ses04F_script02_1_M007,48.4118,50.14,Not particularly.,fru
3154,3154,Ses02M_script01_1_F033,290.44,293.25,I got an idea but what's the story?,ang
3842,3842,Ses03F_impro05_F017,158.95,162.1175,"You know, we'll file a complaint and we could possibly, you know, replace some of the things. I think-",ang
9978,9978,Ses05M_script03_2_M039,218.83,221.37,"[GARBAGE] No, you're not.",ang
8474,8474,Ses05F_script01_1_F008,61.98,64.23,Did you talk to him?,sad
8841,8841,Ses05F_script03_1_M018,123.74,125.92,"Horrible thing, I hate it.",exc
6096,6096,Ses04F_impro07_F039,192.16,195.31,Yeah.,exc
8854,8854,Ses05F_script03_1_M031,226.49,229.45,And very much sillier.,exc
7945,7945,Ses05F_impro03_F000,2.8098,4.5479,"Okay, so big news.",exc
9106,9106,Ses05M_impro03_M026,182.8,185.94,"Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah.",hap
1180,1180,Ses01M_impro06_M002,25.7888,30.0906,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,sad
4726,4726,Ses03M_impro03_F007,47.2875,49.4858,Okay we were at Chuck E. Cheese.,xxx
6412,6412,Ses04F_script01_2_M017,136.86,142.5,I can't help it.,ang
7727,7727,Ses04M_script03_2_F022,131.57,133.22,What of it?,ang
1530,1530,Ses01M_script02_1_M032,266.4,274.4825,"I don't get it though, I mean the first time we came here you said it was like the best night of your life...",exc
6239,6239,Ses04F_impro08_F015,189.93,191.634,"Can you be a little more specific, sir?",fru
8011,8011,Ses05F_impro03_M005,14.43,17.61,Mm-hmm.,exc
1954,1954,Ses02F_impro04_F001,24.67,28.9797,I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--,fru
3118,3118,Ses02M_impro08_M029,197.302,208.1746,"Alright Yes, I'm sorry for all the inconvenience but we'll get it taken care of.",neu
5707,5707,Ses03M_script03_2_M042,281.3613,292.6816,Just shut up.,ang
5894,5894,Ses04F_impro03_M028,157.47,158.68,Just couldn't be any cooler.,neu
1512,1512,Ses01M_script02_1_M014,107.27,124.69,"No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.",exc
8099,8099,Ses05F_impro04_F024,265.5,275.22,"No, I don't I don't want to accept that.  I think that's bullshit.",fru
7020,7020,Ses04M_impro04_M011,116.21,122.44,Yeah.,fru
8896,8896,Ses05F_script03_2_F039,231.36,237.42,"Well, snap, snap, snap like a little adder.",ang
7500,7500,Ses04M_script01_3_M035,306.56,321.91,"And your money, there's nothing wrong in your money.  Your father put hundreds of planes in the air.  You should be proud.  A man should be paid for that.",sad
4862,4862,Ses03M_impro04_M026,199.75,201.27,I don't know.,sad
8521,8521,Ses05F_script01_1_M013,122.81,129.61,"The trouble is you don't see enough women, you never have",ang
4030,4030,Ses03F_impro08_M018,123.38,126.21,-to make up the three million dollars.,fru
782,782,Ses01F_script03_2_F003,29.22,34.58,Oh.  You knew there was nothing in that.,xxx
3187,3187,Ses02M_script01_1_M024,186.36,198.37,"I've given it three years of thought. I thought that if I waited, dad would forget about Larry and we could have a regular wedding and everything happy.",ang
9596,9596,Ses05M_script01_2_F010,88.41,98.01,"What's going on here, Joe?",fru
3570,3570,Ses02M_script03_2_F031,191.2348,195.5404,No I'm just making myself fascinating for you.,xxx
1599,1599,Ses01M_script02_2_M006,48.961,52.06,No.,fru
4924,4924,Ses03M_impro05a_M017,91.36,94.47,What?,ang
2510,2510,Ses02F_script02_2_M007,57.55,67.72,No.,neu
9959,9959,Ses05M_script03_2_M020,107.94,113.29,There aren't any people upstairs.  It's a photography studio.,ang
6277,6277,Ses04F_impro08_M027,219.7715,226.06,But I'm giving you what you want.,fru
7212,7212,Ses04M_impro07_M009,68.9,70.33,"No, no, I mean, I didn't know -- I didn't know that about you. Um, I feel like --",hap
6386,6386,Ses04F_script01_2_F013,93.46,101.72,"No, line.",xxx
4681,4681,Ses03M_impro02_M000,5.7703,9.1927,You know I can't say no.,sad
1684,1684,Ses01M_script03_1_F036,263.07,267.82,Flippancy brings out the acid in their darn sweetness and light.,hap
1747,1747,Ses01M_script03_2_F014,123.254,126.1575,"Well, what of it?",xxx
9616,9616,Ses05M_script01_2_M012,116.98,119.21,"What do you mean, me above all?",fru
3620,3620,Ses02M_script03_2_M038,210.4289,213.3414,"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",xxx
286,286,Ses01F_impro06_F028,282.01,311.14,You ran through the sprinklers in the cemetery?,sad
1112,1112,Ses01M_impro05_F033,166.37,167.6,"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?",neu
1575,1575,Ses01M_script02_2_F030,307.74,311.3225,No we won't.  It's pointless it's like a waiting up to see Santa Claus.,ang
4556,4556,Ses03F_script03_2_M014,105.47,110.34,"Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk.",ang
4852,4852,Ses03M_impro04_M016,136.6475,142.73,No.,fru
2239,2239,Ses02F_script01_1_M000,10.17,11.81,I ignore what I gotta ignore.  The girl is Larry's girl.,xxx
7907,7907,Ses05F_impro02_M004,38.49,40.68,"I no I can't- ""sigh""",ang
3997,3997,Ses03F_impro08_F015,101.07,104.37,But I'm going to definitely have to- uh--get your contact information,neu
7903,7903,Ses05F_impro02_M000,7.6018,10.43,She doesn't even like me.  She's never liked me. No.,neu
8810,8810,Ses05F_script03_1_F021,133.38,136.58,"Meaning that sacred and beautiful thing, love?",xxx
6639,6639,Ses04F_script02_2_M032,285.5947,293.39,"No, I know but still.  I know I don't make you happy.",fru
563,563,Ses01F_script02_1_F024,321.21,323.82,"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",neu
291,291,Ses01F_impro06_M004,56.17,57.49,Yeah.,neu
1877,1877,Ses02F_impro02_F009,139.4718,143.5239,You could send me pictures.,sad
1758,1758,Ses01M_script03_2_F025,207.47,209.67,"Oh, you know no particular reason besides they are very small glasses.",ang
4921,4921,Ses03M_impro05a_M014,72.64,74.1625,Oh my God.  I think a blood vessel burst in my head.,ang
169,169,Ses01F_impro04_M015,92.37,99.27,"You know, you're riding the bus, too.",neu
267,267,Ses01F_impro06_F009,80.16,87.74,I went to see her headstone a week or two ago.,neu
4617,4617,Ses03M_impro01_M004,31.203,34.5207,No.  You couldn't go get another one.,ang
4918,4918,Ses03M_impro05a_M011,56.55,59.74,Don't yell at me.,ang
3333,3333,Ses02M_script02_1_F020,307.26,308.79,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,",neu
7854,7854,Ses05F_impro01_M015,132.11,135.5,"Except they're going tell, are you going to tell me the right line to stand in this time at least?",fru
315,315,Ses01F_impro07_F010,84.51,88.31,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,exc
9025,9025,Ses05M_impro02_M010,60.3,62.39,"I'm gonna be in Bagdad, just doing security.",sad
7972,7972,Ses05F_impro03_F027,110.89,117.44,It was really beautiful.,hap
3299,3299,Ses02M_script01_3_M024,206.0226,214.3334,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",xxx
245,245,Ses01F_impro05_M023,136.19,143.5,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neu
252,252,Ses01F_impro05_M030,173.7325,178.2625,Okay.  I'll do that.,neu
8796,8796,Ses05F_script03_1_F007,37.88,40.65,Now and always my sweet.,exc
5566,5566,Ses03M_script03_1_F018,134.01,135.97,What is so horrible is that one cannot stay happy.,sad
3286,3286,Ses02M_script01_3_M011,104.3082,115.054,No.  Nothing like that.,xxx
50,50,Ses01F_impro02_F020,186.58,191.11,I know.,sad
9912,9912,Ses05M_script03_2_F018,104.87,107.72,"Me, too, bored stiff.",ang
9160,9160,Ses05M_impro04_M007,59.49,61.54,ah.,fru
6759,6759,Ses04F_script03_2_F033,198.1153,201.91,"Ah, that reply has broken my heart.",xxx
1746,1746,Ses01M_script03_2_F013,111.97,118.07,"Well, you let him kiss you.  You said you did.",xxx
8720,8720,Ses05F_script02_2_F012,117.72,120.6645,What's bugging you?,fru
872,872,Ses01M_impro01_F011,61.05,63.21,Another ID?,ang
7454,7454,Ses04M_script01_3_F017,161.68,164.38,"Ann, I love you.  I love you a great deal.  I love you.",xxx
8883,8883,Ses05F_script03_2_F026,172.43,176.48,You needn't be so grand simply because you don't happen to want any at the moment.,fru
8273,8273,Ses05F_impro06_F007,69.57,71.54,[BREATHING],sad
4418,4418,Ses03F_script02_2_M027,267.0895,270.1921,"God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",fru
8068,8068,Ses05F_impro03_M062,254.64,256.25,"Exactly, [LAUGHTER] I think that'll go over great, don't you?",hap
5931,5931,Ses04F_impro04_F014,132.94,134.9,You need that- Time-,ang
3971,3971,Ses03F_impro07_M025,141.4389,144.6125,That's going to--that'll be reserved for somebody else.,neu
248,248,Ses01F_impro05_M026,152.8325,158.58,What's your name?,neu
7588,7588,Ses04M_script02_2_F029,268.08,271.73,"For heaven's sake, this is not about fish.",ang
4808,4808,Ses03M_impro04_F005,38.65,43.08,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",sur
6147,6147,Ses04F_impro07_M010,45.7,49.09,I think that'd be really fun actually.,xxx
7499,7499,Ses04M_script01_3_M034,291.06,305.63,"Because you mustn't feel that way anymore, Chris.  Because you have a right to everything you have, everything, Chris; to me, too.",sad
6369,6369,Ses04F_script01_1_M042,330.1928,333.84,I am thinking that way.,fru
6912,6912,Ses04M_impro02_M016,137.07,142.33,Well it doesn't seem like you're that bothered by it.,fru
9842,9842,Ses05M_script03_1_F015,109.26,112.96,I shall probably do a Court Curtsey.,neu
7766,7766,Ses04M_script03_2_M008,51.9,55.17,Did you see much of Peter Burden after our divorce?,ang
4684,4684,Ses03M_impro02_M003,24.7924,29.4375,I put in fifteen years in this job.,sad
7924,7924,Ses05F_impro02_M021,147.83,150.66,I know.,xxx
3027,3027,Ses02M_impro07_M002,17.5987,19.0925,"Oh, totally totally.",exc
4877,4877,Ses03M_impro04_M041,292.99,298.55,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",hap
8925,8925,Ses05F_script03_2_M026,145.11,150.41,Turn it on again.,ang
9759,9759,Ses05M_script02_2_F012,110.14,118.09,What's bugging you then?,sad
2517,2517,Ses02F_script02_2_M014,115.92,124.08,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",fru
9793,9793,Ses05M_script02_2_M007,61.56,71.64,No.,fru
447,447,Ses01F_script01_2_M001,16.63,21.66,How do you know why she waited?,neu
2927,2927,Ses02M_impro05_M004,35.32,38.1932,I'm sorry there is no guarantee on baggage.,sur
5905,5905,Ses04F_impro03_M039,213.47,217.89,"Yeah, but",exc
7531,7531,Ses04M_script02_1_M006,51.84,53.328,Not particularly.,fru
7075,7075,Ses04M_impro05_F042,308.67,310.48,"Yeah.  If it was yours, but it's not. It's mine.  Okay. So just--",fru
5171,5171,Ses03M_script01_1_F003,31.8506,34.5927,He was out there when it happened.,xxx
7336,7336,Ses04M_script01_1_F029,223.15,225.74,"Sit down, mom.  I want to talk to you.",ang
8568,8568,Ses05F_script01_2_M001,12.83,17.9,What do you want me to do? What do you want--,neu
3127,3127,Ses02M_script01_1_F006,44.3,52.67,What was he doing out here at four in the morning?,xxx
683,683,Ses01F_script02_2_M025,251.89,253.4098,"Maybe if you were with someone else, too.",xxx
8799,8799,Ses05F_script03_1_F010,58.45,61.56,Hello?  Hello?  What?  Wrong number.,neu
4459,4459,Ses03F_script03_1_F022,185.2025,191.35,Who's they?,xxx
461,461,Ses01F_script01_2_M015,126.58,133.76,"Look at you, you're shaking.",fru
4516,4516,Ses03F_script03_2_F018,137.0025,138.42,Are you bored with this conversation?,ang
4518,4518,Ses03F_script03_2_F020,150.31,153.92,So am I. Bored stiff. Want some brandy?,xxx
5192,5192,Ses03M_script01_1_F024,192.1053,195.7439,That we haven't had any hope for years now?,xxx
4366,4366,Ses03F_script02_2_F028,242.4142,245.0563,"For God's sake, Augie, this is not about fish.",sad
